id_puskesmas,puskesmas,wilayah,dimensi,n_ulasan,n_keluhan,komposisi_%,intensitas,intensitas_CI95,intensitas_shrunk,skor_1_5,kepercayaan,cukup_dinilai
PKM_SBY_040,Ketabang,Surabaya,Reliability,43,25,34.2,0.581,"[0.43, 0.72]",0.519,4.65,Cukup banyak data,True
PKM_SBY_041,Krembangan Selatan,Surabaya,Reliability,94,39,24.1,0.415,"[0.32, 0.52]",0.426,2.2,Cukup banyak data,True
PKM_SBY_042,Lidah Kulon,Surabaya,Reliability,33,16,28.6,0.485,"[0.33, 0.65]",0.467,3.43,Cukup banyak data,True
PKM_SBY_043,Lontar,Surabaya,Reliability,70,33,25.6,0.471,"[0.36, 0.59]",0.464,3.36,Cukup banyak data,True
PKM_SBY_044,Manukan Kulon,Surabaya,Reliability,113,64,30.5,0.566,"[0.47, 0.65]",0.537,4.87,Cukup banyak data,True
PKM_SBY_045,Medokan Ayu,Surabaya,Reliability,211,104,28.2,0.493,"[0.43, 0.56]",0.486,3.99,Cukup banyak data,True
PKM_SBY_046,Mojo,Surabaya,Reliability,162,74,25.8,0.457,"[0.38, 0.53]",0.456,3.14,Cukup banyak data,True
PKM_SBY_047,Pacar Keling,Surabaya,Reliability,117,61,30.3,0.521,"[0.43, 0.61]",0.504,4.43,Cukup banyak data,True
PKM_SBY_048,Pegirian,Surabaya,Reliability,36,17,27.0,0.472,"[0.32, 0.63]",0.461,3.24,Cukup banyak data,True
PKM_SBY_049,Peneleh,Surabaya,Reliability,72,31,26.3,0.431,"[0.32, 0.55]",0.438,2.54,Cukup banyak data,True
PKM_SBY_050,Perak Timur,Surabaya,Reliability,87,35,25.0,0.402,"[0.31, 0.51]",0.418,2.01,Cukup banyak data,True
PKM_SBY_051,Pucangsewu,Surabaya,Reliability,78,46,31.7,0.59,"[0.48, 0.69]",0.543,4.91,Cukup banyak data,True
PKM_SBY_052,Rangkah,Surabaya,Reliability,82,44,27.7,0.537,"[0.43, 0.64]",0.509,4.56,Cukup banyak data,True
PKM_SBY_053,Sememi,Surabaya,Reliability,127,59,26.5,0.465,"[0.38, 0.55]",0.461,3.24,Cukup banyak data,True
PKM_SBY_054,Sidotopo,Surabaya,Reliability,62,24,23.1,0.387,"[0.28, 0.51]",0.412,1.79,Cukup banyak data,True
PKM_SBY_055,Sidotopo Wetan,Surabaya,Reliability,118,46,24.7,0.39,"[0.31, 0.48]",0.405,1.72,Cukup banyak data,True
PKM_SBY_056,Simolawang,Surabaya,Reliability,36,20,29.9,0.556,"[0.40, 0.70]",0.501,4.37,Cukup banyak data,True
PKM_SBY_057,Simomulyo,Surabaya,Reliability,115,50,25.4,0.435,"[0.35, 0.53]",0.439,2.64,Cukup banyak data,True
PKM_SBY_058,Tambakrejo,Surabaya,Reliability,84,32,22.5,0.381,"[0.28, 0.49]",0.403,1.69,Cukup banyak data,True
PKM_SBY_059,Tanah Kali Kedinding,Surabaya,Reliability,110,55,29.1,0.5,"[0.41, 0.59]",0.487,4.12,Cukup banyak data,True
PKM_SBY_060,Tanjungsari,Surabaya,Reliability,68,32,25.4,0.471,"[0.36, 0.59]",0.464,3.36,Cukup banyak data,True
PKM_SBY_061,Tembok Dukuh,Surabaya,Reliability,114,55,27.9,0.482,"[0.39, 0.57]",0.474,3.71,Cukup banyak data,True
PKM_SBY_062,Tenggilis,Surabaya,Reliability,86,41,25.8,0.477,"[0.37, 0.58]",0.469,3.55,Cukup banyak data,True
PKM_SBY_063,Wonokusumo,Surabaya,Reliability,100,44,27.2,0.44,"[0.35, 0.54]",0.443,2.76,Cukup banyak data,True
PKM_SMG_001,Bandarharjo,Semarang,Reliability,33,15,35.7,0.455,"[0.30, 0.62]",0.453,3.05,Cukup banyak data,True
PKM_SMG_002,Bangetayu,Semarang,Reliability,88,38,33.9,0.432,"[0.33, 0.54]",0.438,2.54,Cukup banyak data,True
PKM_SMG_003,Bugangan,Semarang,Reliability,11,7,63.6,0.636,"[0.35, 0.85]",0.492,4.28,Datanya sedang,True
PKM_SMG_004,Bulu Lor,Semarang,Reliability,33,10,26.3,0.303,"[0.17, 0.47]",0.384,1.38,Cukup banyak data,True
PKM_SMG_005,Candilama,Semarang,Reliability,71,31,38.8,0.437,"[0.33, 0.55]",0.442,2.73,Cukup banyak data,True
PKM_SMG_006,Gayamsari,Semarang,Reliability,52,25,42.4,0.481,"[0.35, 0.61]",0.468,3.49,Cukup banyak data,True
PKM_SMG_007,Genuk,Semarang,Reliability,28,10,28.6,0.357,"[0.21, 0.54]",0.412,1.79,Datanya sedang,True
PKM_SMG_008,Gunungpati,Semarang,Reliability,54,18,28.1,0.333,"[0.22, 0.47]",0.383,1.35,Cukup banyak data,True
PKM_SMG_009,Halmahera,Semarang,Reliability,44,15,26.3,0.341,"[0.22, 0.49]",0.393,1.54,Cukup banyak data,True
PKM_SMG_010,Kagok,Semarang,Reliability,51,24,37.5,0.471,"[0.34, 0.60]",0.462,3.33,Cukup banyak data,True
PKM_SMG_011,Karangayu,Semarang,Reliability,68,44,49.4,0.647,"[0.53, 0.75]",0.575,4.97,Cukup banyak data,True
PKM_SMG_012,Karangdoro,Semarang,Reliability,47,19,33.3,0.404,"[0.28, 0.55]",0.426,2.2,Cukup banyak data,True
PKM_SMG_013,Karangmalang,Semarang,Reliability,25,14,51.9,0.56,"[0.37, 0.73]",0.494,4.31,Datanya sedang,True
PKM_SMG_014,Kedungmundu,Semarang,Reliability,89,30,28.0,0.337,"[0.25, 0.44]",0.372,1.19,Cukup banyak data,True
PKM_SMG_015,Krobokan,Semarang,Reliability,39,17,39.5,0.436,"[0.29, 0.59]",0.444,2.83,Cukup banyak data,True
PKM_SMG_016,Lamper Tengah,Semarang,Reliability,23,15,62.5,0.652,"[0.45, 0.81]",0.526,4.75,Datanya sedang,True
PKM_SMG_017,Lebdosari,Semarang,Reliability,47,13,21.7,0.277,"[0.17, 0.42]",0.356,1.09,Cukup banyak data,True
PKM_SMG_018,Mangkang,Semarang,Reliability,8,3,27.3,0.375,"[0.14, 0.69]",0.438,2.54,Data terbatas,False
PKM_SMG_019,Manyaran,Semarang,Reliability,42,13,27.7,0.31,"[0.19, 0.46]",0.378,1.28,Cukup banyak data,True
PKM_SMG_020,Mijen,Semarang,Reliability,76,31,33.3,0.408,"[0.30, 0.52]",0.423,2.07,Cukup banyak data,True
PKM_SMG_021,Miroto,Semarang,Reliability,25,7,25.9,0.28,"[0.14, 0.48]",0.385,1.41,Datanya sedang,True
PKM_SMG_022,Ngaliyan,Semarang,Reliability,77,32,31.7,0.416,"[0.31, 0.53]",0.428,2.32,Cukup banyak data,True
PKM_SMG_023,Ngemplak Simongan,Semarang,Reliability,22,4,14.8,0.182,"[0.07, 0.39]",0.354,1.06,Datanya sedang,True
PKM_SMG_024,Ngesrep,Semarang,Reliability,33,11,33.3,0.333,"[0.20, 0.50]",0.397,1.6,Cukup banyak data,True
PKM_SMG_025,Padangsari,Semarang,Reliability,22,11,42.3,0.5,"[0.31, 0.69]",0.469,3.55,Datanya sedang,True
PKM_SMG_026,Pandanaran,Semarang,Reliability,38,20,40.8,0.526,"[0.37, 0.68]",0.488,4.21,Cukup banyak data,True
PKM_SMG_027,Pegandan,Semarang,Reliability,2,1,33.3,0.5,"[0.09, 0.91]",0.454,3.08,Data terbatas,False
PKM_SMG_028,Poncol,Semarang,Reliability,39,16,34.0,0.41,"[0.27, 0.57]",0.431,2.35,Cukup banyak data,True
PKM_SMG_029,Pudakpayung,Semarang,Reliability,21,11,37.9,0.524,"[0.32, 0.72]",0.477,3.77,Datanya sedang,True
PKM_SMG_030,Purwoyoso,Semarang,Reliability,27,5,14.7,0.185,"[0.08, 0.37]",0.343,1.03,Datanya sedang,True
PKM_SMG_031,Rowosari,Semarang,Reliability,62,25,32.9,0.403,"[0.29, 0.53]",0.422,2.04,Cukup banyak data,True
PKM_SMG_032,Sekaran,Semarang,Reliability,62,23,31.9,0.371,"[0.26, 0.50]",0.402,1.66,Cukup banyak data,True
PKM_SMG_033,Srondol,Semarang,Reliability,38,15,31.2,0.395,"[0.26, 0.55]",0.423,2.07,Cukup banyak data,True
PKM_SMG_034,Tambakaji,Semarang,Reliability,18,8,34.8,0.444,"[0.25, 0.66]",0.449,2.92,Datanya sedang,True
PKM_SMG_035,Telogosari Kulon,Semarang,Reliability,96,40,31.2,0.417,"[0.32, 0.52]",0.427,2.26,Cukup banyak data,True
PKM_SMG_036,Telogosari Wetan,Semarang,Reliability,54,21,32.8,0.389,"[0.27, 0.52]",0.415,1.94,Cukup banyak data,True
PKM_SMG_037,Karanganyar,Semarang,Reliability,12,4,26.7,0.333,"[0.14, 0.61]",0.424,2.13,Datanya sedang,True
PKM_BTL_001,Bambanglipuro,Bantul,Assurance,27,3,7.3,0.111,"[0.04, 0.28]",0.162,1.5,Datanya sedang,True
PKM_BTL_002,Banguntapan 1,Bantul,Assurance,69,17,15.7,0.246,"[0.16, 0.36]",0.228,4.37,Cukup banyak data,True
PKM_BTL_003,Banguntapan 2,Bantul,Assurance,89,18,12.6,0.202,"[0.13, 0.30]",0.201,3.61,Cukup banyak data,True
PKM_BTL_004,Banguntapan 3,Bantul,Assurance,68,13,12.9,0.191,"[0.12, 0.30]",0.193,3.3,Cukup banyak data,True
PKM_BTL_005,Bantul 1,Bantul,Assurance,50,7,7.9,0.14,"[0.07, 0.26]",0.165,1.69,Cukup banyak data,True
PKM_BTL_006,Bantul 2,Bantul,Assurance,33,7,11.7,0.212,"[0.11, 0.38]",0.204,3.74,Cukup banyak data,True
PKM_BTL_007,Dlingo 1,Bantul,Assurance,19,4,16.0,0.211,"[0.09, 0.43]",0.201,3.61,Datanya sedang,True
PKM_BTL_008,Dlingo 2,Bantul,Assurance,9,1,9.1,0.111,"[0.02, 0.44]",0.181,2.54,Data terbatas,False
PKM_BTL_009,Imogiri 1,Bantul,Assurance,24,3,8.1,0.125,"[0.04, 0.31]",0.17,1.98,Datanya sedang,True
PKM_BTL_010,Imogiri 2,Bantul,Assurance,28,3,6.5,0.107,"[0.04, 0.27]",0.16,1.41,Datanya sedang,True
PKM_BTL_011,Jetis 1,Bantul,Assurance,31,4,7.4,0.129,"[0.05, 0.29]",0.167,1.79,Cukup banyak data,True
PKM_BTL_012,Jetis 2,Bantul,Assurance,12,3,15.0,0.25,"[0.09, 0.53]",0.209,3.93,Datanya sedang,True
PKM_BTL_013,Kasihan 1,Bantul,Assurance,148,25,10.1,0.169,"[0.12, 0.24]",0.175,2.2,Cukup banyak data,True
PKM_BTL_014,Kasihan 2,Bantul,Assurance,84,13,9.2,0.155,"[0.09, 0.25]",0.168,1.85,Cukup banyak data,True
PKM_BTL_015,Kretek,Bantul,Assurance,26,4,8.3,0.154,"[0.06, 0.34]",0.18,2.51,Datanya sedang,True
PKM_BTL_016,Pajangan,Bantul,Assurance,31,4,7.4,0.129,"[0.05, 0.29]",0.167,1.79,Cukup banyak data,True
PKM_BTL_017,Pandak 1,Bantul,Assurance,33,4,8.5,0.121,"[0.05, 0.27]",0.163,1.54,Cukup banyak data,True
PKM_BTL_018,Pandak 2,Bantul,Assurance,18,0,0.0,0.0,"[0.00, 0.18]",0.136,1.13,Datanya sedang,True
PKM_BTL_019,Piyungan,Bantul,Assurance,40,6,9.7,0.15,"[0.07, 0.29]",0.174,2.13,Cukup banyak data,True
PKM_BTL_020,Pleret,Bantul,Assurance,47,6,7.7,0.128,"[0.06, 0.25]",0.16,1.41,Cukup banyak data,True
PKM_BTL_021,Pundong,Bantul,Assurance,29,6,12.0,0.207,"[0.10, 0.38]",0.201,3.61,Datanya sedang,True
PKM_BTL_022,Sanden,Bantul,Assurance,23,3,7.9,0.13,"[0.05, 0.32]",0.173,2.04,Datanya sedang,True
PKM_BTL_023,Sedayu 1,Bantul,Assurance,28,3,6.5,0.107,"[0.04, 0.27]",0.16,1.41,Datanya sedang,True
PKM_BTL_024,Sedayu 2,Bantul,Assurance,26,3,7.7,0.115,"[0.04, 0.29]",0.165,1.69,Datanya sedang,True
PKM_BTL_025,Sewon 1,Bantul,Assurance,116,30,14.5,0.259,"[0.19, 0.35]",0.243,4.53,Cukup banyak data,True
PKM_BTL_026,Sewon 2,Bantul,Assurance,111,21,11.0,0.189,"[0.13, 0.27]",0.191,3.08,Cukup banyak data,True
PKM_BTL_027,Srandakan,Bantul,Assurance,16,2,7.7,0.125,"[0.03, 0.36]",0.176,2.32,Datanya sedang,True
PKM_SBY_001,Balas  Klumprik,Surabaya,Assurance,28,9,20.9,0.321,"[0.18, 0.51]",0.248,4.65,Datanya sedang,True
PKM_SBY_002,Bangkingan,Surabaya,Assurance,28,9,20.5,0.321,"[0.18, 0.51]",0.248,4.65,Datanya sedang,True
PKM_SBY_003,Banyu  Urip,Surabaya,Assurance,86,19,12.7,0.221,"[0.15, 0.32]",0.213,4.15,Cukup banyak data,True
PKM_SBY_004,Bulak  Banteng,Surabaya,Assurance,66,10,8.3,0.152,"[0.08, 0.26]",0.169,1.88,Cukup banyak data,True
PKM_SBY_005,Dukuh  Kupang,Surabaya,Assurance,146,30,12.0,0.205,"[0.15, 0.28]",0.204,3.74,Cukup banyak data,True
PKM_SBY_006,Gayungan,Surabaya,Assurance,123,24,11.2,0.195,"[0.13, 0.27]",0.196,3.46,Cukup banyak data,True
PKM_SBY_007,Gunung  Anyar,Surabaya,Assurance,157,39,14.0,0.248,"[0.19, 0.32]",0.238,4.46,Cukup banyak data,True
PKM_SBY_008,Jagir,Surabaya,Assurance,144,37,14.6,0.257,"[0.19, 0.33]",0.244,4.56,Cukup banyak data,True
PKM_SBY_009,Jemursari,Surabaya,Assurance,75,12,10.6,0.16,"[0.09, 0.26]",0.173,2.04,Cukup banyak data,True
PKM_SBY_010,Kalijudan,Surabaya,Assurance,69,12,11.3,0.174,"[0.10, 0.28]",0.182,2.61,Cukup banyak data,True
PKM_SBY_011,Kebonsari,Surabaya,Assurance,110,44,21.0,0.4,"[0.31, 0.49]",0.345,4.97,Cukup banyak data,True
PKM_SBY_012,Kedurus,Surabaya,Assurance,64,10,10.2,0.156,"[0.09, 0.26]",0.172,2.01,Cukup banyak data,True
PKM_SBY_013,Keputih,Surabaya,Assurance,149,32,12.5,0.215,"[0.16, 0.29]",0.211,4.02,Cukup banyak data,True
PKM_SBY_014,Klampis  Ngasem,Surabaya,Assurance,71,16,13.0,0.225,"[0.14, 0.34]",0.215,4.21,Cukup banyak data,True
PKM_SBY_015,Made,Surabaya,Assurance,58,14,16.5,0.241,"[0.15, 0.37]",0.223,4.31,Cukup banyak data,True
PKM_SBY_016,Menur,Surabaya,Assurance,115,35,15.7,0.304,"[0.23, 0.39]",0.276,4.87,Cukup banyak data,True
PKM_SBY_017,Morokrembangan,Surabaya,Assurance,100,20,11.5,0.2,"[0.13, 0.29]",0.199,3.58,Cukup banyak data,True
PKM_SBY_018,Mulyorejo,Surabaya,Assurance,73,26,20.0,0.356,"[0.26, 0.47]",0.299,4.94,Cukup banyak data,True
PKM_SBY_019,Ngagel  Rejo,Surabaya,Assurance,88,26,16.0,0.295,"[0.21, 0.40]",0.264,4.84,Cukup banyak data,True
PKM_SBY_020,Pakis,Surabaya,Assurance,66,13,10.9,0.197,"[0.12, 0.31]",0.197,3.52,Cukup banyak data,True
PKM_SBY_021,Putat  Jaya,Surabaya,Assurance,78,18,13.4,0.231,"[0.15, 0.34]",0.219,4.28,Cukup banyak data,True
PKM_SBY_022,Sawah  Pulo,Surabaya,Assurance,29,5,9.4,0.172,"[0.08, 0.35]",0.187,2.89,Datanya sedang,True
PKM_SBY_023,Sawahan,Surabaya,Assurance,77,15,12.5,0.195,"[0.12, 0.30]",0.195,3.36,Cukup banyak data,True
PKM_SBY_024,Sidosermo,Surabaya,Assurance,1,0,0.0,0.0,"[0.00, 0.79]",0.192,3.2,Data terbatas,False
PKM_SBY_025,Siwalankerto,Surabaya,Assurance,81,26,17.4,0.321,"[0.23, 0.43]",0.28,4.91,Cukup banyak data,True
PKM_SBY_026,Tambak  Wedi,Surabaya,Assurance,52,9,8.7,0.173,"[0.09, 0.30]",0.183,2.64,Cukup banyak data,True
PKM_SBY_027,Wiyung,Surabaya,Assurance,109,24,13.3,0.22,"[0.15, 0.31]",0.214,4.18,Cukup banyak data,True
PKM_SBY_028,Wonokromo,Surabaya,Assurance,82,22,14.4,0.268,"[0.18, 0.37]",0.245,4.59,Cukup banyak data,True
PKM_SBY_029,Asemrowo,Surabaya,Assurance,60,9,8.1,0.15,"[0.08, 0.26]",0.169,1.88,Cukup banyak data,True
PKM_SBY_030,Balongsari,Surabaya,Assurance,85,14,10.0,0.165,"[0.10, 0.26]",0.175,2.2,Cukup banyak data,True
PKM_SBY_031,Benowo,Surabaya,Assurance,46,10,14.1,0.217,"[0.12, 0.36]",0.208,3.9,Cukup banyak data,True
PKM_SBY_032,Dr Soetomo,Surabaya,Assurance,134,37,16.9,0.276,"[0.21, 0.36]",0.258,4.72,Cukup banyak data,True
PKM_SBY_033,Dupak,Surabaya,Assurance,54,12,12.2,0.222,"[0.13, 0.35]",0.211,4.02,Cukup banyak data,True
PKM_SBY_034,Gading,Surabaya,Assurance,142,34,14.4,0.239,"[0.18, 0.32]",0.23,4.4,Cukup banyak data,True
PKM_SBY_035,Gundih,Surabaya,Assurance,68,15,12.8,0.221,"[0.14, 0.33]",0.212,4.12,Cukup banyak data,True
PKM_SBY_036,Jeruk,Surabaya,Assurance,49,10,11.2,0.204,"[0.11, 0.34]",0.201,3.61,Cukup banyak data,True
PKM_SBY_037,Kalirungkut,Surabaya,Assurance,109,20,10.6,0.183,"[0.12, 0.27]",0.187,2.89,Cukup banyak data,True
PKM_SBY_038,Kedungdoro,Surabaya,Assurance,73,16,11.4,0.219,"[0.14, 0.33]",0.211,4.02,Cukup banyak data,True
PKM_SBY_039,Kenjeran,Surabaya,Assurance,92,15,9.6,0.163,"[0.10, 0.25]",0.173,2.04,Cukup banyak data,True
PKM_SBY_040,Ketabang,Surabaya,Assurance,43,8,11.0,0.186,"[0.10, 0.33]",0.191,3.08,Cukup banyak data,True
PKM_SBY_041,Krembangan Selatan,Surabaya,Assurance,94,16,9.9,0.17,"[0.11, 0.26]",0.178,2.42,Cukup banyak data,True
PKM_SBY_042,Lidah Kulon,Surabaya,Assurance,33,7,12.5,0.212,"[0.11, 0.38]",0.204,3.74,Cukup banyak data,True
PKM_SBY_043,Lontar,Surabaya,Assurance,70,12,9.3,0.171,"[0.10, 0.28]",0.181,2.54,Cukup banyak data,True
PKM_SBY_044,Manukan Kulon,Surabaya,Assurance,113,18,8.6,0.159,"[0.10, 0.24]",0.169,1.88,Cukup banyak data,True
PKM_SBY_045,Medokan Ayu,Surabaya,Assurance,211,40,10.8,0.19,"[0.14, 0.25]",0.191,3.08,Cukup banyak data,True
PKM_SBY_046,Mojo,Surabaya,Assurance,162,28,9.8,0.173,"[0.12, 0.24]",0.178,2.42,Cukup banyak data,True
PKM_SBY_047,Pacar Keling,Surabaya,Assurance,117,26,12.9,0.222,"[0.16, 0.31]",0.216,4.24,Cukup banyak data,True
PKM_SBY_048,Pegirian,Surabaya,Assurance,36,12,19.0,0.333,"[0.20, 0.50]",0.261,4.81,Cukup banyak data,True
PKM_SBY_049,Peneleh,Surabaya,Assurance,72,13,11.0,0.181,"[0.11, 0.28]",0.186,2.86,Cukup banyak data,True
PKM_SBY_050,Perak Timur,Surabaya,Assurance,87,18,12.9,0.207,"[0.14, 0.30]",0.204,3.74,Cukup banyak data,True
PKM_SBY_051,Pucangsewu,Surabaya,Assurance,78,9,6.2,0.115,"[0.06, 0.20]",0.143,1.25,Cukup banyak data,True
PKM_SBY_052,Rangkah,Surabaya,Assurance,82,22,13.8,0.268,"[0.18, 0.37]",0.245,4.59,Cukup banyak data,True
PKM_SBY_053,Sememi,Surabaya,Assurance,127,25,11.2,0.197,"[0.14, 0.27]",0.197,3.52,Cukup banyak data,True
PKM_SBY_054,Sidotopo,Surabaya,Assurance,62,11,10.6,0.177,"[0.10, 0.29]",0.185,2.8,Cukup banyak data,True
PKM_SBY_055,Sidotopo Wetan,Surabaya,Assurance,118,13,7.0,0.11,"[0.07, 0.18]",0.132,1.09,Cukup banyak data,True
PKM_SBY_056,Simolawang,Surabaya,Assurance,36,7,10.4,0.194,"[0.10, 0.35]",0.196,3.46,Cukup banyak data,True
PKM_SBY_057,Simomulyo,Surabaya,Assurance,115,29,14.7,0.252,"[0.18, 0.34]",0.238,4.46,Cukup banyak data,True
PKM_SBY_058,Tambakrejo,Surabaya,Assurance,84,18,12.7,0.214,"[0.14, 0.31]",0.209,3.93,Cukup banyak data,True
PKM_SBY_059,Tanah Kali Kedinding,Surabaya,Assurance,110,19,10.1,0.173,"[0.11, 0.25]",0.179,2.48,Cukup banyak data,True
PKM_SBY_060,Tanjungsari,Surabaya,Assurance,68,20,15.9,0.294,"[0.20, 0.41]",0.258,4.72,Cukup banyak data,True
PKM_SBY_061,Tembok Dukuh,Surabaya,Assurance,114,27,13.7,0.237,"[0.17, 0.32]",0.226,4.34,Cukup banyak data,True
PKM_SBY_062,Tenggilis,Surabaya,Assurance,86,22,13.8,0.256,"[0.18, 0.36]",0.237,4.43,Cukup banyak data,True
PKM_SBY_063,Wonokusumo,Surabaya,Assurance,100,15,9.3,0.15,"[0.09, 0.23]",0.163,1.54,Cukup banyak data,True
PKM_SMG_001,Bandarharjo,Semarang,Assurance,33,6,14.3,0.182,"[0.09, 0.34]",0.19,2.98,Cukup banyak data,True
PKM_SMG_002,Bangetayu,Semarang,Assurance,88,13,11.6,0.148,"[0.09, 0.24]",0.163,1.54,Cukup banyak data,True
PKM_SMG_003,Bugangan,Semarang,Assurance,11,1,9.1,0.091,"[0.02, 0.38]",0.174,2.13,Datanya sedang,True
PKM_SMG_004,Bulu Lor,Semarang,Assurance,33,6,15.8,0.182,"[0.09, 0.34]",0.19,2.98,Cukup banyak data,True
PKM_SMG_005,Candilama,Semarang,Assurance,71,9,11.2,0.127,"[0.07, 0.22]",0.152,1.31,Cukup banyak data,True
PKM_SMG_006,Gayamsari,Semarang,Assurance,52,9,15.3,0.173,"[0.09, 0.30]",0.183,2.64,Cukup banyak data,True
PKM_SMG_007,Genuk,Semarang,Assurance,28,4,11.4,0.143,"[0.06, 0.31]",0.175,2.2,Datanya sedang,True
PKM_SMG_008,Gunungpati,Semarang,Assurance,54,10,15.6,0.185,"[0.10, 0.31]",0.19,2.98,Cukup banyak data,True
PKM_SMG_009,Halmahera,Semarang,Assurance,44,5,8.8,0.114,"[0.05, 0.24]",0.153,1.35,Cukup banyak data,True
PKM_SMG_010,Kagok,Semarang,Assurance,51,4,6.2,0.078,"[0.03, 0.19]",0.131,1.06,Cukup banyak data,True
PKM_SMG_011,Karangayu,Semarang,Assurance,68,20,22.5,0.294,"[0.20, 0.41]",0.258,4.72,Cukup banyak data,True
PKM_SMG_012,Karangdoro,Semarang,Assurance,47,8,14.0,0.17,"[0.09, 0.30]",0.183,2.64,Cukup banyak data,True
PKM_SMG_013,Karangmalang,Semarang,Assurance,25,1,3.7,0.04,"[0.01, 0.20]",0.137,1.16,Datanya sedang,True
PKM_SMG_014,Kedungmundu,Semarang,Assurance,89,8,7.5,0.09,"[0.05, 0.17]",0.123,1.03,Cukup banyak data,True
PKM_SMG_015,Krobokan,Semarang,Assurance,39,6,14.0,0.154,"[0.07, 0.30]",0.176,2.32,Cukup banyak data,True
PKM_SMG_016,Lamper Tengah,Semarang,Assurance,23,1,4.2,0.043,"[0.01, 0.21]",0.141,1.22,Datanya sedang,True
PKM_SMG_017,Lebdosari,Semarang,Assurance,47,8,13.3,0.17,"[0.09, 0.30]",0.183,2.64,Cukup banyak data,True
PKM_SMG_018,Mangkang,Semarang,Assurance,8,1,9.1,0.125,"[0.02, 0.47]",0.185,2.8,Data terbatas,False
PKM_SMG_019,Manyaran,Semarang,Assurance,42,8,17.0,0.19,"[0.10, 0.33]",0.194,3.33,Cukup banyak data,True
PKM_SMG_020,Mijen,Semarang,Assurance,76,11,11.8,0.145,"[0.08, 0.24]",0.163,1.54,Cukup banyak data,True
PKM_SMG_021,Miroto,Semarang,Assurance,25,4,14.8,0.16,"[0.06, 0.35]",0.183,2.64,Datanya sedang,True
PKM_SMG_022,Ngaliyan,Semarang,Assurance,77,15,14.9,0.195,"[0.12, 0.30]",0.195,3.36,Cukup banyak data,True
PKM_SMG_023,Ngemplak Simongan,Semarang,Assurance,22,3,11.1,0.136,"[0.05, 0.33]",0.175,2.2,Datanya sedang,True
PKM_SMG_024,Ngesrep,Semarang,Assurance,33,4,12.1,0.121,"[0.05, 0.27]",0.163,1.54,Cukup banyak data,True
PKM_SMG_025,Padangsari,Semarang,Assurance,22,4,15.4,0.182,"[0.07, 0.39]",0.192,3.2,Datanya sedang,True
PKM_SMG_026,Pandanaran,Semarang,Assurance,38,7,14.3,0.184,"[0.09, 0.33]",0.191,3.08,Cukup banyak data,True
PKM_SMG_027,Pegandan,Semarang,Assurance,2,0,0.0,0.0,"[0.00, 0.66]",0.188,2.95,Data terbatas,False
PKM_SMG_028,Poncol,Semarang,Assurance,39,6,12.8,0.154,"[0.07, 0.30]",0.176,2.32,Cukup banyak data,True
PKM_SMG_029,Pudakpayung,Semarang,Assurance,21,4,13.8,0.19,"[0.08, 0.40]",0.195,3.36,Datanya sedang,True
PKM_SMG_030,Purwoyoso,Semarang,Assurance,27,5,14.7,0.185,"[0.08, 0.37]",0.192,3.2,Datanya sedang,True
PKM_SMG_031,Rowosari,Semarang,Assurance,62,3,3.9,0.048,"[0.02, 0.13]",0.107,1.0,Cukup banyak data,True
PKM_SMG_032,Sekaran,Semarang,Assurance,62,7,9.7,0.113,"[0.06, 0.22]",0.146,1.28,Cukup banyak data,True
PKM_SMG_033,Srondol,Semarang,Assurance,38,5,10.4,0.132,"[0.06, 0.27]",0.165,1.69,Cukup banyak data,True
PKM_SMG_034,Tambakaji,Semarang,Assurance,18,4,17.4,0.222,"[0.09, 0.45]",0.205,3.87,Datanya sedang,True
PKM_SMG_035,Telogosari Kulon,Semarang,Assurance,96,11,8.6,0.115,"[0.07, 0.19]",0.139,1.19,Cukup banyak data,True
PKM_SMG_036,Telogosari Wetan,Semarang,Assurance,54,7,10.9,0.13,"[0.06, 0.24]",0.158,1.38,Cukup banyak data,True
PKM_SMG_037,Karanganyar,Semarang,Assurance,12,3,20.0,0.25,"[0.09, 0.53]",0.209,3.93,Datanya sedang,True
PKM_BTL_001,Bambanglipuro,Bantul,Empathy,27,17,41.5,0.63,"[0.44, 0.78]",0.587,4.15,Datanya sedang,True
PKM_BTL_002,Banguntapan 1,Bantul,Empathy,69,30,27.8,0.435,"[0.32, 0.55]",0.451,1.98,Cukup banyak data,True
PKM_BTL_003,Banguntapan 2,Bantul,Empathy,89,41,28.7,0.461,"[0.36, 0.56]",0.47,2.35,Cukup banyak data,True
PKM_BTL_004,Banguntapan 3,Bantul,Empathy,68,43,42.6,0.632,"[0.51, 0.74]",0.61,4.5,Cukup banyak data,True
PKM_BTL_005,Bantul 1,Bantul,Empathy,50,34,38.2,0.68,"[0.54, 0.79]",0.64,4.75,Cukup banyak data,True
PKM_BTL_006,Bantul 2,Bantul,Empathy,33,19,31.7,0.576,"[0.41, 0.73]",0.556,3.71,Cukup banyak data,True
PKM_BTL_007,Dlingo 1,Bantul,Empathy,19,11,44.0,0.579,"[0.36, 0.77]",0.55,3.68,Datanya sedang,True
PKM_BTL_008,Dlingo 2,Bantul,Empathy,9,3,27.3,0.333,"[0.12, 0.65]",0.453,2.01,Data terbatas,False
PKM_BTL_009,Imogiri 1,Bantul,Empathy,24,11,29.7,0.458,"[0.28, 0.65]",0.483,2.64,Datanya sedang,True
